"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NRCN625I","journalArticle","1997","Carter, Ron","Pynchon Creates a Work that 'Dances with Language'","Richmond Times Dispatch","","","","","","1997-05-18","2024-06-28 19:37:42","2024-06-28 19:37:42","","F4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XXEAV8KS","journalArticle","1997","Cartwright, Justin","All Language with No Heart","The Financial Times","","","","","","1997-05-03","2024-06-28 19:37:42","2024-06-28 19:37:42","","Section Books: 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3Z88W5U","journalArticle","1990","Casey, Constance","Pynchon's Latest May Surprise Both Partisans and Detractors","Yakima Herald-Republic","","","","","","1990-01-21","2024-06-28 19:37:42","2024-06-28 19:37:42","","7E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQARGUWE","journalArticle","1990","Chambers, Judith","There's a New World Just Around the Corner","Mill Valley Literary Review","","","","","","1990","2024-06-28 19:37:42","2024-06-28 19:37:42","","1-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7XVQNMQ","journalArticle","2013","Cha, Steph","The Man Is Far from Dead: On Thomas Pynchon's Bleeding Edge","Trop","","","","","","2013-10-15","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83DQW6T7","journalArticle","1997","Chesney, Alan","Reclusive Author Pens Brilliant Novel","Chattanooga Free Press","","","","","","1997-07-06","2024-06-28 19:37:42","2024-06-28 19:37:42","","M4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFYXTT4J","journalArticle","2009","Cheuse, Alan","Inherent Vice, by Thomas Pynchon","San Francisco Chronicle","","","","","","2009-08-09","2024-06-28 19:37:42","2024-06-28 19:37:42","","F-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T7PB6U7F","journalArticle","1997","Cheuse, Alan","Mason & Dixon Surveys Signature Pynchon Domain","Dallas Morning News","","","","","","1997-04-27","2024-06-28 19:37:42","2024-06-28 19:37:42","","8J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZ9MI9K2","journalArticle","1993","Chotjewitz, Peter O.","Thomas Pynchon: Wie ein Film, der Rückwärts Läuft","Rowohlt Revue","","","","","","1993-06","2024-06-28 19:37:42","2024-06-28 19:37:42","","7","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425X5MQ2","journalArticle","2009","Churchwell, Sarah","There are more quests than answers","The Observer","","","","","","2009-07-26","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS68CZIJ","journalArticle","2006","Cilliers, Paul","Oorweldigende Pynchon","LitNet","","","","","","2006","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","Southafrican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83FC5HRM","journalArticle","2008","Clavel, André","Pynchon entre Rabelais et Jules Verne","Lire.fr","","","","","","2008-10","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3INX9JI","journalArticle","2014","Clavel, André","Thomas Pynchon, chaman déjanté de l'ère cybernétique","Le Temps","","","","","","2014-08-23","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP27AC8Q","journalArticle","2006","Clute, John","Aubade, Poor Dad","Sci Fi Weekly","","","","","","2006-11-27","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZRNPMXN","journalArticle","2009","Coale, Samuel Chase","Thomas Pynchon's Inherent Vice is nostalgic haze of marijuana miasma","Providence Journal-Bulletin","","","","","","2009-08","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QV45Q7QL","journalArticle","1997","Cohea, David","Pynchon Charts America's Divided Soul","Orlando Sentinel","","","","","","1997-05-04","2024-06-28 19:37:42","2024-06-28 19:37:42","","F6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFH3EB86","journalArticle","2006","Collins, Kristofer","Against the Day, by Thomas Pynchon: Pynchon's Past Strengths Decline Into Overkill","Pittsburg Post-Gazette","","","","","","2006-12-31","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8LKQ786","journalArticle","1990","Cowart, David G.","Continuity and Growth: Pynchon's Vineland","Kenyon Review","","","","","","1990","2024-06-28 19:37:42","2024-06-28 19:37:42","","176-190","","4","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMX4AXGI","journalArticle","2006","Cross, Stephanie","Review of Against the Day","The Daily Mail","","","","","","2006-11-24","2024-06-28 19:37:42","2024-06-28 19:37:42","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7PB8B9G","journalArticle","2006","Cross, Stephanie","Review of Against the Day","The Evening Standard","","","","","","2006-11-28","2024-06-28 19:37:42","2024-06-28 19:37:42","","LL04: 28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLA4V343","journalArticle","1990","Cryer, Dan","Gravity's Ashram","Newsday","","","","","","1990-01-14","2024-06-28 19:37:42","2024-06-28 19:37:42","","21, 24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4K525WD","journalArticle","1997","Cumyn, Richard","Drawing the Line: At 60, Thomas Pynchon Is Still the Enfant Terrible of American Letters","Ottawa Citizen","","","","","","1997-05-18","2024-06-28 19:37:42","2024-06-28 19:37:42","","M15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NM96QH8C","journalArticle","2001","d'Estienne d'Orves, Nicolas","L'oeil du kaléidoscope","Parutions","","","","","","2001-01","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2HTGCBA","journalArticle","1993","D'Haveloose, Wim","Pynchon pelt de wereld af","De Standaard","","","","","","1993-01-23","2024-06-28 19:37:42","2024-06-28 19:37:42","","B1","","","","","","","","","","","","","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XVT7UADY","journalArticle","2006","","Danger: Mad Professor at Work","The Economist","","","","","","2006-12-02","2024-06-28 19:37:42","2024-06-28 19:37:42","","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGAFDC3B","journalArticle","1963","Daniel, John","Quest for Identity","Manchester Guardian Weekly","","","","","","1963-10-17","2024-06-28 19:37:42","2024-06-28 19:37:42","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AINKXLVW","journalArticle","2009","David, Thomas","Auf dem Geisterschiff nach Hollywood","Frankfurter Allgemeine Zeitung","","","","","","2009-07-31","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYNJ9E2J","journalArticle","2009","Davis, Brian Joseph","Inherent Vice","Eye Weekly","","","","","","2009-08-05","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFMK3MTW","journalArticle","1965","Davis, Douglas M.","The New Mood: An Obsession with the Absurd","National Observer","","","","","","1965-02","2024-06-28 19:37:42","2024-06-28 19:37:42","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KASC8STT","journalArticle","1997","Daw, Laurence F.","Review by Dr Larry Daw","Spermatikos Logos","","","","","","1997-06-17","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZTN6HTW","journalArticle","1987","Delbourg, Patrice","Gai comme un Pynchon","Le Nouvel Observateur","","","","","","1987-02-06","2024-06-28 19:37:42","2024-06-28 19:37:42","","","","","","","","","","","","","","","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
